time,open,high,low,close,volume,time,RSI
2010-03-04,10396.5303,10452.3799,10390.8604,10444.1396,165740000,2010-03-04,60.4856
2010-03-03,10406.2803,10469.5400,10376.5801,10396.7598,183290000,2010-03-03,61.9794
2010-03-02,10404.1602,10456.9199,10389.4297,10405.9805,217180000,2010-03-02,61.7999
2010-03-01,10326.0996,10413.9902,10326.0996,10403.7900,173750000,2010-03-01,54.9473
2010-02-26,10321.4102,10353.4502,10272.2900,10325.2598,282120000,2010-02-26,54.5184
2010-02-25,10366.5996,10366.6797,10185.8301,10321.0303,242550000,2010-02-25,59.2762
2010-02-24,10284.0000,10393.5098,10283.9297,10374.1602,181450000,2010-02-24,52.6701
2010-02-23,10383.1602,10411.1201,10267.8301,10282.4102,190740000,2010-02-23,63.4884
2010-02-22,10402.4297,10433.6396,10368.9502,10383.3799,158440000,2010-02-22,65.7860
2010-02-19,10387.7695,10438.5498,10339.1699,10402.3496,241750000,2010-02-19,64.9414
2010-02-18,10309.3896,10406.5801,10294.5098,10392.9004,185310000,2010-02-18,60.3642
2010-02-17,10261.4805,10320.1299,10261.4805,10309.2402,193270000,2010-02-17,57.3887
2010-02-16,10100.8096,10279.5400,10100.8096,10268.8096,234900000,2010-02-16,45.3498
2010-02-12,10137.2305,10137.3896,9983.8203,10099.1396,296510000,2010-02-12,48.0420
2010-02-11,10037.8496,10161.5703,9976.7100,10144.1904,194470000,2010-02-11,39.4613
2010-02-10,10055.4600,10085.5400,9962.9600,10038.3799,178600000,2010-02-10,40.4983
2010-02-09,9910.2803,10139.4297,9910.0596,10058.6396,236210000,2010-02-09,26.5807
2010-02-08,10005.4297,10028.5596,9904.0898,9908.3896,216270000,2010-02-08,30.6984
2010-02-05,10003.6904,10031.9600,9835.0898,10012.2305,308320000,2010-02-05,30.5263
2010-02-04,10273.1201,10273.1201,9998.0303,10002.1797,304240000,2010-02-04,46.0209
2010-02-03,10291.7305,10307.2002,10231.9297,10270.5498,198940000,2010-02-03,47.4774
2010-02-02,10186.1299,10314.8398,10173.5898,10296.8496,237140000,2010-02-02,37.6856
2010-02-01,10068.9902,10190.8896,10068.9102,10185.5303,198430000,2010-02-01,23.9184
2010-01-29,10122.0400,10239.3398,10043.7500,10067.3301,316900000,2010-01-29,26.2133
2010-01-28,10236.9199,10258.8301,10055.0801,10120.4600,240050000,2010-01-28,32.0379
2010-01-27,10194.2900,10255.0596,10104.3604,10236.1602,262170000,2010-01-27,26.7534
2010-01-26,10195.3496,10285.1299,10155.5996,10194.2900,217300000,2010-01-26,26.7987
2010-01-25,10175.0996,10256.8701,10171.7695,10196.8604,215330000,2010-01-25,24.6646
2010-01-22,10389.5801,10389.5801,10157.6396,10172.9805,323620000,2010-01-22,33.7956
2010-01-21,10603.9102,10614.9404,10374.6904,10389.8799,304290000,2010-01-21,49.9713
2010-01-20,10719.6904,10719.9199,10517.2998,10603.1504,203270000,2010-01-20,64.5822
2010-01-19,10608.3701,10729.8896,10591.9697,10725.4297,192150000,2010-01-19,53.0279
2010-01-15,10706.9902,10709.9404,10561.0596,10609.6504,362930000,2010-01-15,70.9767
2010-01-14,10680.1602,10723.7695,10666.8604,10710.5498,201320000,2010-01-14,68.4333
2010-01-13,10628.0898,10709.2598,10614.4902,10680.7695,202810000,2010-01-13,62.9142
2010-01-12,10662.8604,10663.0801,10568.8398,10627.2598,256050000,2010-01-12,70.0726
2010-01-11,10620.3096,10676.2305,10591.5898,10663.9902,182050000,2010-01-11,65.9205
2010-01-08,10606.4004,10619.4004,10554.3301,10618.1904,172710000,2010-01-08,64.5123
2010-01-07,10571.1104,10612.3701,10505.2100,10606.8604,217390000,2010-01-07,60.9280
2010-01-06,10564.7197,10594.9902,10546.5498,10573.6797,186040000,2010-01-06,60.2925
2010-01-05,10584.5596,10584.5596,10522.5195,10572.0195,188540000,2010-01-05,63.0794
2010-01-04,10430.6904,10604.9697,10430.6904,10583.9600,179780000,2010-01-04,46.2055
2009-12-31,10548.5098,10555.0098,10423.1299,10428.0498,137940000,2009-12-31,66.5988
2009-12-30,10544.3604,10550.7002,10505.6602,10548.5098,110160000,2009-12-30,66.1383
2009-12-29,10547.8301,10580.3301,10544.2803,10545.4102,92890000,2009-12-29,66.8123
2009-12-28,10517.9102,10551.6104,10506.3398,10547.0801,102010000,2009-12-28,64.0477
2009-12-24,10467.1201,10522.0596,10461.6797,10520.0898,52670000,2009-12-24,58.9710
2009-12-23,10464.3203,10492.0596,10437.7998,10466.4404,112460000,2009-12-23,58.6896
2009-12-22,10414.6699,10479.8203,10414.5898,10464.9297,135080000,2009-12-22,53.7703
2009-12-21,10330.0996,10458.0498,10329.7998,10414.1396,164470000,2009-12-21,43.7951
2009-12-18,10309.3896,10372.3496,10263.9004,10328.8896,480080000,2009-12-18,41.0705
2009-12-17,10439.9902,10440.0596,10307.9600,10308.2598,198860000,2009-12-17,56.0679
2009-12-16,10449.8096,10509.9697,10427.5898,10441.1201,208310000,2009-12-16,57.4480
2009-12-15,10499.3096,10499.3096,10426.6904,10452.0000,187560000,2009-12-15,64.4450
2009-12-14,10471.2803,10514.6602,10471.2803,10501.0498,154360000,2009-12-14,62.1616
2009-12-11,10403.4102,10484.0498,10400.0801,10471.5000,179970000,2009-12-11,56.2020
2009-12-10,10336.0000,10444.5996,10335.7695,10405.8301,195910000,2009-12-10,49.2563
2009-12-09,10282.8496,10342.2695,10235.6299,10337.0498,188610000,2009-12-09,43.0224
2009-12-08,10385.4199,10385.6504,10249.8398,10285.9697,221770000,2009-12-08,54.2831
2009-12-07,10386.8604,10443.1602,10360.1797,10390.1104,196580000,2009-12-07,54.4582
2009-12-04,10368.5703,10516.7002,10311.8096,10388.9004,460660000,2009-12-04,52.7649
2009-12-03,10455.6299,10507.6299,10350.0498,10366.1504,243970000,2009-12-03,62.4334
2009-12-02,10470.4404,10513.5195,10421.4697,10452.6797,159500000,2009-12-02,64.1840
2009-12-01,10343.8203,10501.2803,10343.4404,10471.5801,190220000,2009-12-01,54.6770
2009-11-30,10309.7695,10364.3398,10263.2900,10344.8398,223580000,2009-11-30,51.6576
2009-11-27,10452.2305,10452.2305,10231.2500,10309.9199,130290000,2009-11-27,68.3198
2009-11-25,10432.9600,10481.4805,10420.9404,10464.4004,130080000,2009-11-25,67.0623
2009-11-24,10451.2500,10453.9697,10359.5801,10433.7100,163750000,2009-11-24,69.3483
2009-11-23,10320.1299,10495.6104,10320.0498,10450.9502,182350000,2009-11-23,61.0116
2009-11-20,10327.9102,10342.7197,10271.6797,10318.1602,230430000,2009-11-20,61.8855
2009-11-19,10425.3301,10425.3301,10256.1104,10332.4404,196250000,2009-11-19,73.4051
2009-11-18,10426.2695,10432.6602,10360.0996,10426.3096,166340000,2009-11-18,73.5206
2009-11-17,10404.7695,10438.1699,10361.9902,10437.4199,158320000,2009-11-17,72.6593
2009-11-16,10267.5303,10434.2402,10267.4502,10406.9600,202570000,2009-11-16,66.5896
2009-11-13,10197.8496,10305.6904,10192.0303,10270.4697,167280000,2009-11-13,62.9338
2009-11-12,10289.8203,10321.6396,10171.2402,10197.4697,183810000,2009-11-12,72.0371
2009-11-11,10247.4199,10341.9697,10246.1396,10291.2598,166920000,2009-11-11,70.3043
2009-11-10,10223.0098,10260.7998,10197.6904,10246.9697,193950000,2009-11-10,69.3475
2009-11-09,10020.6201,10228.2305,10020.6201,10226.9404,227470000,2009-11-09,59.9966
2009-11-06,10001.3496,10044.5000,9936.8096,10023.4199,181010000,2009-11-06,58.9534
2009-11-05,9807.7998,10013.0703,9807.7998,10005.9600,211040000,2009-11-05,46.7489
2009-11-04,9767.2998,9928.0400,9767.1396,9802.1396,224130000,2009-11-04,43.6831
2009-11-03,9787.4697,9787.4697,9703.8896,9771.9102,231520000,2009-11-03,44.8072
2009-11-02,9712.1299,9858.5898,9678.9502,9789.4404,242460000,2009-11-02,39.7387
2009-10-30,9961.5195,9962.1299,9684.5400,9712.7305,327980000,2009-10-30,54.1390
2009-10-29,9762.9102,9969.9102,9759.1299,9962.5801,248950000,2009-10-29,38.6462
2009-10-28,9881.1104,9902.4199,9758.0801,9762.6904,257370000,2009-10-28,46.8961
2009-10-27,9868.3398,9947.5400,9837.9600,9882.1699,237060000,2009-10-27,45.8024
2009-10-26,9972.3301,10072.3203,9849.4502,9867.9600,270050000,2009-10-26,53.6800
2009-10-23,10099.9004,10109.5703,9932.5000,9972.1797,305670000,2009-10-23,65.8342
2009-10-22,9946.1797,10105.1904,9916.7803,10081.3096,231900000,2009-10-22,55.1201
2009-10-21,10038.8398,10119.4697,9943.7598,9949.3604,251050000,2009-10-21,66.0437
2009-10-20,10092.4199,10098.3896,9992.8096,10041.4805,214500000,2009-10-20,73.4039
2009-10-19,9996.6699,10117.9600,9995.1504,10092.1904,186240000,2009-10-19,67.7911
2009-10-16,10061.3604,10061.6602,9939.9102,9995.9102,307770000,2009-10-16,77.4542
2009-10-15,10014.8799,10062.9404,9977.4697,10062.9404,252480000,2009-10-15,75.2349
2009-10-14,9873.5498,10027.7305,9873.4805,10015.8604,284810000,2009-10-14,66.4476
2009-10-13,9883.9805,9895.0898,9815.0596,9871.0596,211510000,2009-10-13,68.0059
2009-10-12,9865.2402,9931.8203,9849.3701,9885.7998,158850000,2009-10-12,66.7812
2009-10-09,9786.0400,9865.0098,9764.8799,9864.9404,161120000,2009-10-09,61.3038
2009-10-08,9728.2197,9836.6699,9728.0703,9786.8701,209580000,2009-10-08,56.7480
2009-10-07,9725.6904,9740.3203,9675.6201,9725.5801,167650000,2009-10-07,56.5522
2009-10-06,9601.2598,9774.3203,9601.2598,9731.2500,206020000,2009-10-06,46.0371
2009-10-05,9488.7305,9625.0596,9481.0898,9599.7500,173850000,2009-10-05,33.2546
2009-10-02,9507.6201,9524.7803,9430.0801,9487.6699,219750000,2009-10-02,34.4533
2009-10-01,9711.5996,9711.6699,9500.3701,9509.2803,266990000,2009-10-01,52.2489
2009-09-30,9741.8301,9776.8203,9608.5898,9712.2803,268390000,2009-09-30,55.9998
2009-09-29,9789.7402,9834.4805,9739.1104,9742.2002,154000000,2009-09-29,62.1910
2009-09-28,9663.2305,9823.6699,9663.2305,9789.3604,163780000,2009-09-28,49.2195
2009-09-25,9706.6797,9735.9297,9641.0098,9665.1904,189350000,2009-09-25,54.8773
2009-09-24,9749.9902,9805.3896,9666.0303,9707.4404,201890000,2009-09-24,60.9926
2009-09-23,9830.6299,9917.9902,9740.8398,9748.5498,233330000,2009-09-23,74.5216
2009-09-22,9779.6104,9843.4004,9771.9102,9829.8701,194620000,2009-09-22,70.9549
2009-09-21,9818.6104,9818.6904,9725.8799,9778.8604,172830000,2009-09-21,78.2848
2009-09-18,9784.7500,9847.7100,9784.6797,9820.2002,424930000,2009-09-18,76.4355
2009-09-17,9789.8203,9854.5801,9749.4600,9783.9199,225470000,2009-09-17,77.2980
2009-09-16,9683.7100,9799.7197,9679.1797,9791.7100,241270000,2009-09-16,71.3853
2009-09-15,9626.4199,9713.7100,9580.9297,9683.4102,224030000,2009-09-15,67.3705
2009-09-14,9598.0801,9631.1104,9535.9600,9626.7998,196480000,2009-09-14,65.2608
2009-09-11,9625.4404,9649.8496,9571.5596,9605.4102,196760000,2009-09-11,69.0312
2009-09-10,9546.5400,9633.0000,9508.2197,9627.4805,234130000,2009-09-10,63.7460
2009-09-09,9496.5898,9577.2197,9476.1797,9547.2197,190820000,2009-09-09,59.9609
2009-09-08,9440.1299,9511.0195,9439.9805,9497.3398,202370000,2009-09-08,55.3503
2009-09-04,9345.3604,9445.7197,9321.6299,9441.2695,152400000,2009-09-04,46.2617
2009-09-03,9282.0303,9350.2695,9252.9297,9344.6104,168750000,2009-09-03,39.0016
2009-09-02,9306.2100,9330.9297,9262.2998,9280.6699,175200000,2009-09-02,40.8451
2009-09-01,9492.3203,9557.9502,9292.0801,9310.5996,267680000,2009-09-01,59.9203
2009-08-31,9542.9102,9543.0596,9436.1299,9496.2803,201600000,2009-08-31,67.4078
2009-08-28,9582.7402,9630.2002,9495.9805,9544.2002,205770000,2009-08-28,73.7571
2009-08-27,9541.6299,9609.7197,9459.4004,9580.6299,163980000,2009-08-27,71.3171
2009-08-26,9538.6104,9582.9697,9485.7803,9543.5195,154660000,2009-08-26,71.1447
2009-08-25,9509.2100,9620.0000,9508.9805,9539.2900,173890000,2009-08-25,69.5871
2009-08-24,9506.1797,9587.7305,9486.2305,9509.2803,190590000,2009-08-24,69.4383
2009-08-21,9347.8604,9519.1104,9347.2500,9505.9600,293530000,2009-08-21,60.6348
2009-08-20,9278.5498,9363.9502,9267.9697,9350.0498,151740000,2009-08-20,55.7523
2009-08-19,9208.6797,9313.0898,9131.9404,9279.1602,176910000,2009-08-19,50.3168
2009-08-18,9134.3604,9233.5098,9134.3604,9217.9404,158530000,2009-08-18,43.9031
2009-08-17,9313.8496,9313.8496,9116.5195,9135.3398,207100000,2009-08-17,60.3727
2009-08-14,9398.0400,9401.9697,9232.8301,9321.4004,172780000,2009-08-14,71.3596
2009-08-13,9362.2900,9406.5000,9305.3096,9398.1904,145620000,2009-08-13,69.2826
2009-08-12,9236.0596,9424.1104,9221.0195,9361.6104,197420000,2009-08-12,60.4128
2009-08-11,9334.3301,9334.3301,9216.8799,9241.4502,171380000,2009-08-11,75.2053
2009-08-10,9368.4102,9371.9600,9290.3398,9337.9502,161370000,2009-08-10,81.2417
2009-08-07,9258.4502,9437.7100,9258.4502,9370.0703,216600000,2009-08-07,75.7455
2009-08-06,9277.1904,9325.1104,9208.7998,9256.2598,244450000,2009-08-06,79.2063
2009-08-05,9315.3604,9318.0801,9206.4502,9280.9697,236610000,2009-08-05,86.2276
2009-08-04,9285.0498,9321.0996,9250.7402,9320.1904,195990000,2009-08-04,85.3236
2009-08-03,9173.6504,9298.4297,9173.6504,9286.5596,221690000,2009-08-03,81.3969
2009-07-31,9154.6104,9218.7695,9133.4502,9171.6104,265570000,2009-07-31,80.6215
2009-07-30,9072.8398,9246.4297,9072.6104,9154.4600,232410000,2009-07-30,77.0224
2009-07-29,9092.3398,9094.8301,9014.1904,9070.7197,190510000,2009-07-29,80.1277
2009-07-28,9106.9199,9124.9102,9007.4697,9096.7197,198270000,2009-07-28,82.2984
2009-07-27,9093.0898,9123.4004,9034.5195,9108.5098,176830000,2009-07-27,81.8912
2009-07-24,9066.1104,9100.8799,9007.3896,9093.2402,214310000,2009-07-24,81.1511
2009-07-23,8882.3096,9096.7197,8866.4404,9069.2900,274760000,2009-07-23,75.0804
2009-07-22,8912.3896,8949.7998,8860.3203,8881.2598,199010000,2009-07-22,78.7106
2009-07-21,8848.1504,8927.1299,8811.2695,8915.9404,218910000,2009-07-21,76.5960
2009-07-20,8746.0498,8854.7998,8745.9004,8848.1504,213730000,2009-07-20,72.8450
2009-07-17,8711.8896,8754.2900,8674.4102,8743.9404,301410000,2009-07-17,71.5082
2009-07-16,8612.6602,8739.5498,8584.4004,8711.8203,216580000,2009-07-16,67.4332
2009-07-15,8363.9502,8628.2305,8363.9502,8616.2100,305000000,2009-07-15,52.5497
2009-07-14,8331.3701,8361.2305,8285.2002,8359.4902,189170000,2009-07-14,49.9267
2009-07-13,8146.5200,8331.6797,8130.4199,8331.6797,253520000,2009-07-13,30.9871
2009-07-10,8182.4902,8183.8501,8093.3101,8146.5200,174260000,2009-07-10,33.1201
2009-07-09,8179.0098,8228.6699,8145.3101,8183.1699,192660000,2009-07-09,32.7280
2009-07-08,8163.6001,8219.5195,8087.1899,8178.4102,325250000,2009-07-08,31.1648
2009-07-07,8324.9502,8326.3096,8154.3799,8163.6001,210880000,2009-07-07,39.5944
2009-07-06,8280.7402,8327.9697,8205.9902,8324.8701,206900000,2009-07-06,35.4055
2009-07-02,8503.0000,8503.2305,8280.7402,8280.7402,157800000,2009-07-02,50.9466
2009-07-01,8447.5303,8580.4697,8447.5303,8504.0596,184600000,2009-07-01,45.7461
2009-06-30,8528.9297,8560.4404,8393.9502,8447.0000,233340000,2009-06-30,52.9548
2009-06-29,8440.1299,8533.2305,8429.0898,8529.3799,216480000,2009-06-29,44.6255
2009-06-26,8468.5400,8468.7695,8401.3604,8438.3896,307640000,2009-06-26,46.9526
2009-06-25,8299.2500,8490.4600,8259.4297,8472.4004,222540000,2009-06-25,27.1429
2009-06-24,8323.5098,8428.4102,8259.8799,8299.8604,189430000,2009-06-24,28.4763
2009-06-23,8340.4404,8370.9004,8286.4102,8322.9102,237150000,2009-06-23,29.3569
2009-06-22,8538.5195,8538.8301,8334.5498,8339.0098,291240000,2009-06-22,42.9568
2009-06-19,8556.9600,8616.5898,8496.7305,8539.7305,528710000,2009-06-19,44.6414
2009-06-18,8496.7305,8590.5195,8475.1201,8555.5996,220050000,2009-06-18,37.6538
2009-06-17,8504.3604,8563.0098,8461.2900,8497.1797,237870000,2009-06-17,38.1881
2009-06-16,8612.4404,8643.6504,8499.3799,8504.6699,240690000,2009-06-16,46.3380
2009-06-15,8798.5000,8798.5000,8577.9004,8612.1299,230220000,2009-06-15,68.2914
2009-06-12,8770.0098,8805.5303,8716.7305,8799.2598,164020000,2009-06-12,66.1422
2009-06-11,8736.2305,8877.9297,8736.2305,8770.9199,249900000,2009-06-11,63.5813
2009-06-10,8763.6602,8834.9297,8639.9502,8739.0195,219920000,2009-06-10,67.1923
2009-06-09,8764.8301,8803.2598,8725.1201,8763.0596,187930000,2009-06-09,67.3350
2009-06-08,8759.3496,8823.9697,8633.0703,8764.4902,189630000,2009-06-08,67.0481
2009-06-05,8751.7500,8839.4004,8700.4102,8763.1299,254970000,2009-06-05,66.6932
2009-06-04,8675.2803,8751.2500,8634.5703,8750.2402,237800000,2009-06-04,63.2036
2009-06-03,8740.0703,8740.3896,8598.3799,8675.2402,252160000,2009-06-03,68.5262
2009-06-02,8721.5996,8787.1299,8693.7197,8740.8701,257560000,2009-06-02,67.8509
2009-06-01,8501.5303,8760.7002,8501.2900,8721.4404,354830000,2009-06-01,58.5867
2009-05-29,8404.0400,8522.9502,8368.5195,8500.3301,361910000,2009-05-29,53.3792
2009-05-28,8300.5000,8434.6201,8246.5801,8403.7998,290730000,2009-05-28,47.2105
2009-05-27,8473.6504,8496.5898,8289.3496,8300.0195,285990000,2009-05-27,58.5457
2009-05-26,8277.3203,8495.7100,8226.9004,8473.4902,314760000,2009-05-26,45.5830
2009-05-22,8292.2100,8364.1396,8257.1699,8277.3203,244190000,2009-05-22,46.5489
2009-05-21,8416.0703,8416.1504,8221.0098,8292.1299,302280000,2009-05-21,55.0379
2009-05-20,8471.8203,8591.9297,8405.4697,8422.0400,468640000,2009-05-20,59.2969
2009-05-19,8502.4805,8538.0098,8463.5400,8474.8496,277710000,2009-05-19,61.5903
2009-05-18,8270.1504,8511.8799,8270.1504,8504.0801,288280000,2009-05-18,48.3431
2009-05-15,8326.2197,8394.9600,8230.1699,8268.6396,308820000,2009-05-15,52.1405
2009-05-14,8285.9199,8376.6396,8273.9004,8331.3203,323800000,2009-05-14,49.6534
2009-05-13,8461.7998,8462.0400,8262.4297,8284.8896,336930000,2009-05-13,61.9470
2009-05-12,8419.1699,8517.4600,8365.6504,8469.1104,334840000,2009-05-12,59.8381
2009-05-11,8569.2305,8569.2305,8410.3301,8418.7695,332630000,2009-05-11,72.1547
2009-05-08,8410.7305,8587.5498,8410.7305,8574.6504,428420000,2009-05-08,65.6132
2009-05-07,8512.2803,8577.1904,8358.0000,8409.8496,476640000,2009-05-07,75.5650
2009-05-06,8403.4805,8518.5703,8403.0000,8512.2803,454480000,2009-05-06,71.5147
2009-05-05,8425.5498,8458.1201,8362.7803,8410.6504,311490000,2009-05-05,73.6824
2009-05-04,8213.5996,8434.8604,8213.5996,8426.7402,354490000,2009-05-04,64.6877
2009-05-01,8167.4102,8219.8096,8099.3101,8212.4102,237360000,2009-05-01,62.2259
2009-04-30,8188.5098,8307.5098,8136.8999,8168.1201,341400000,2009-04-30,64.0095
2009-04-29,8018.3101,8257.5703,8017.9102,8185.7300,300340000,2009-04-29,54.8812
2009-04-28,8023.5601,8091.6602,7938.9800,8016.9502,274710000,2009-04-28,55.2595
2009-04-27,8073.8198,8122.5601,7987.1602,8025.0000,282990000,2009-04-27,58.6456
2009-04-24,7957.4502,8127.5000,7957.4502,8076.2900,402720000,2009-04-24,52.7841
2009-04-23,7886.8101,7979.4399,7804.2100,7957.0601,327240000,2009-04-23,48.9400
2009-04-22,7964.7798,8044.8301,7868.0098,7886.5698,387030000,2009-04-22,53.1165
2009-04-21,7841.7300,7979.2002,7791.9502,7969.5601,424030000,2009-04-21,46.8535
2009-04-20,8128.9399,8128.9399,7840.4502,7841.7300,453660000,2009-04-20,64.4326
2009-04-17,8125.4302,8190.6602,8086.8799,8131.3301,537670000,2009-04-17,64.2894
2009-04-16,8029.1401,8168.1201,7962.7100,8125.4302,359470000,2009-04-16,60.4667
2009-04-15,7914.9199,8041.3198,7870.4800,8029.6201,413280000,2009-04-15,55.5254
2009-04-14,8057.4102,8057.4102,7902.2598,7920.1802,513010000,2009-04-14,64.2981
2009-04-13,8082.0200,8113.4102,7963.7500,8057.8101,424250000,2009-04-13,65.8708
2009-04-09,7839.8901,8087.2798,7839.8901,8083.3799,462060000,2009-04-09,56.7668
2009-04-08,7788.6802,7887.5200,7750.8501,7837.1099,255350000,2009-04-08,54.5217
2009-04-07,7968.9199,7969.0801,7762.0801,7789.5601,276920000,2009-04-07,64.9010
2009-04-06,8016.1602,8016.1602,7862.2002,7975.8501,247400000,2009-04-06,67.8637
2009-04-03,7980.6299,8019.5000,7897.2402,8017.5898,308210000,2009-04-03,66.8684
2009-04-02,7763.9902,8075.7300,7763.9902,7978.0801,442820000,2009-04-02,60.3095
2009-04-01,7606.1299,7789.0000,7483.8701,7761.6001,361340000,2009-04-01,54.5762
2009-03-31,7523.7700,7725.3599,7523.4502,7608.9199,399840000,2009-03-31,51.3693
2009-03-30,7773.3101,7773.3901,7437.5898,7522.0200,383260000,2009-03-30,63.1980
2009-03-27,7922.5698,7922.5698,7735.9502,7776.1802,323650000,2009-03-27,71.8580
2009-03-26,7752.3599,7931.3301,7752.2798,7924.5601,397260000,2009-03-26,67.4007
2009-03-25,7659.8101,7863.6299,7550.0601,7749.8101,454090000,2009-03-25,64.7439
2009-03-24,7773.4702,7796.5698,7646.9902,7659.9702,379670000,2009-03-24,70.9582
2009-03-23,7279.2500,7780.7202,7278.7798,7775.8599,515600000,2009-03-23,54.2517
2009-03-20,7402.3101,7460.9302,7257.8301,7278.3799,672950000,2009-03-20,62.0255
2009-03-19,7489.6802,7548.4600,7369.2598,7400.7998,559920000,2009-03-19,68.0865
2009-03-18,7395.7002,7571.6401,7257.2700,7486.5801,584110000,2009-03-18,64.8541
2009-03-17,7218.0000,7396.8101,7172.0498,7395.7002,391880000,2009-03-17,57.7789
2009-03-16,7225.3301,7392.9102,7206.8501,7216.9702,586970000,2009-03-16,58.2018
2009-03-13,7167.3501,7242.6201,7105.8599,7223.9800,479010000,2009-03-13,55.9714
2009-03-12,6932.3901,7184.7100,6872.2500,7170.0601,488690000,2009-03-12,45.6969
2009-03-11,6923.1299,7015.0601,6867.5498,6930.3999,524430000,2009-03-11,45.2564
2009-03-10,6547.0098,6926.4902,6546.6099,6926.4902,640020000,2009-03-10,23.0776
2009-03-09,6625.7402,6709.6099,6516.8599,6547.0498,365990000,2009-03-09,24.9273
2009-03-06,6595.1602,6755.1699,6469.9502,6626.9399,425170000,2009-03-06,22.8250
2009-03-05,6874.0098,6874.0098,6544.1001,6594.4399,509770000,2009-03-05,29.3923
2009-03-04,6726.5000,6979.2202,6726.4199,6875.8398,464830000,2009-03-04,18.5442
2009-03-03,6764.8101,6855.2900,6705.6299,6726.0200,445280000,2009-03-03,19.2151
2009-03-02,7056.4800,7058.9502,6755.1699,6763.2900,568670000,2009-03-02,25.3164
2009-02-27,7180.9702,7195.4600,7033.6201,7062.9302,667950000,2009-02-27,28.7225
2009-02-26,7269.0601,7402.3101,7173.5601,7182.0801,321300000,2009-02-26,31.3325
2009-02-25,7349.5801,7404.9399,7156.6802,7270.8901,450270000,2009-02-25,33.7883
2009-02-24,7115.3398,7378.9702,7114.2998,7350.9399,468010000,2009-02-24,17.2868
2009-02-23,7365.9902,7441.0200,7105.9399,7114.7798,406150000,2009-02-23,22.5484
2009-02-20,7461.4902,7469.2900,7249.4702,7365.6699,584900000,2009-02-20,25.0948
2009-02-19,7555.2300,7614.9702,7447.5498,7465.9502,301480000,2009-02-19,27.7903
2009-02-18,7546.3501,7617.7598,7479.9702,7555.6299,268220000,2009-02-18,27.1416
2009-02-17,7845.6299,7845.6299,7551.0098,7552.6001,332850000,2009-02-17,36.9232
2009-02-13,7933.0000,7970.8398,7840.4502,7850.4102,251960000,2009-02-13,40.6669
2009-02-12,7931.9702,7938.8198,7693.9800,7932.7598,331960000,2009-02-12,40.6048
2009-02-11,7887.0498,7983.7402,7852.1602,7939.5298,270280000,2009-02-11,38.1330
2009-02-10,8269.3604,8269.4404,7848.7402,7888.8799,449890000,2009-02-10,55.2585
2009-02-09,8281.3799,8315.0703,8196.2402,8270.8701,289280000,2009-02-09,55.9498
2009-02-06,8056.3799,8312.3701,8052.2402,8280.5898,396380000,2009-02-06,44.5984
2009-02-05,7954.8301,8107.8301,7845.3101,8063.0698,390980000,2009-02-05,38.3216
2009-02-04,8070.3198,8162.1499,7929.2598,7956.6602,345520000,2009-02-04,43.1911
2009-02-03,7936.9902,8111.5698,7905.5200,8078.3599,313090000,2009-02-03,34.8252
2009-02-02,8000.6201,8000.6201,7867.3701,7936.7500,293890000,2009-02-02,37.1071
2009-01-30,8149.0098,8195.7598,7961.9199,8000.8599,303160000,2009-01-30,42.8343
2009-01-29,8373.0596,8373.1396,8137.9399,8149.0098,247450000,2009-01-29,53.8057
2009-01-28,8175.9302,8405.8701,8175.9302,8375.4502,357940000,2009-01-28,42.4592
2009-01-27,8117.3901,8225.7900,8083.1401,8174.7300,247750000,2009-01-27,38.5364
2009-01-26,8078.0400,8231.6797,8023.1602,8116.0298,316720000,2009-01-26,35.9689
2009-01-23,8108.7900,8152.5898,7909.0298,8077.5601,370510000,2009-01-23,37.0265
2009-01-22,8224.4297,8224.8301,7957.1401,8122.7998,420040000,2009-01-22,40.9926
2009-01-21,7949.1699,8243.5498,7936.1899,8228.0996,410040000,2009-01-21,24.0478
2009-01-20,8279.6299,8291.9805,7939.9302,7949.0898,419200000,2009-01-20,34.4355
2009-01-16,8215.6699,8341.2002,8109.3398,8281.2197,439360000,2009-01-16,29.2605
2009-01-15,8196.2402,8286.1602,7995.1299,8212.4902,436660000,2009-01-15,27.7446
2009-01-14,8446.0098,8446.2500,8140.7202,8200.1396,355050000,2009-01-14,36.5562
2009-01-13,8474.6104,8522.0801,8376.8799,8448.5596,304050000,2009-01-13,37.7577
2009-01-12,8599.2598,8602.5996,8421.0801,8473.9697,273550000,2009-01-12,43.1684
2009-01-09,8738.7998,8769.6201,8576.9600,8599.1797,204300000,2009-01-09,50.2171
2009-01-08,8769.9404,8770.0195,8651.1904,8742.4600,226620000,2009-01-08,51.8710
2009-01-07,8996.9404,8996.9404,8719.9199,8769.7002,266710000,2009-01-07,65.6654
2009-01-06,8954.5703,9088.0596,8940.9502,9015.0996,215410000,2009-01-06,64.1064
2009-01-05,9027.1299,9034.3701,8892.3604,8952.8896,233760000,2009-01-05,68.7864
2009-01-02,8772.2500,9065.2803,8760.7803,9034.6904,213700000,2009-01-02,59.7563
2008-12-31,8666.4805,8842.6602,8664.8896,8776.3896,226760000,2008-12-31,55.0327
2008-12-30,8487.5098,8675.2402,8487.5098,8668.3896,162560000,2008-12-30,45.5743
2008-12-29,8515.8701,8530.6797,8364.0596,8483.9297,153730000,2008-12-29,46.9434
